,author_gender,author_birth_year,narrative,label
391,זכר,1994,"באחד מימי כיפור בהיותי ילד נסעתי על אופניים באזור שכונת מגוריי בתל אביב, הבחנתי בילד שנפל מאופניו כאשר הגעתי וניסיתי לעזור לו לקום הילד היה נראה מבוהל ובהתחלה חשש לקבל עזרה אך אני התעקשי וניסיתי לדבר איתו ולגרום לו לשתף אותי באיך הוא מרגיש ומה עבר עליו האם כואב לו או שהוא צריך משהו אולי ירצה לאכול או לשתות. לאחר שעה היחד הסכים לדבר ואמר שההורים שלו עזבו אותו ואין לו לאן ללכת והוא מרגיש לבד בעולם אז פשוט לקח את האופניים ונסע מרעננה ולא ידע אפילו שהגיע לתל אביב, כשאמרתי לילד שהוא בתל אביב הוא לא האמין שהוא נסע כל כך רחוק. לאחר מכן התקשרתי למשטרה שתבוא לעזור ולראות מה אפשר לעשות עם הילד ואיך אפשר לטפל בו כי גם כאבה לו הרגל מהנפילה מהאופניים, בזמן שאנחנו ממתינים להגעת המשטרה הילד סיפר לי שהוא מאוד מפוחד ולא רוצה לראות יותר את הוריו יותר והוא רוצה רק לרדוף אחרי החלום שלו להיות שחקן כדורגל מקצועני ולשחק באירופה ברמות הכי גבוהות בעולם וחול. לאחר שהמשטרה הגיע היא דיברה עם הילד והתברר שאין לו באמת לאן ללכת ורצו לקחת אותו לפנימיה, לאחר שהוריי שמעו את הסיפור הם התלבטו רבות מה לעשות כי הסיפור מאוד נגע לליבם ולליבי ואני התחלתי באמצים לשכנע אותם שיאמצו את הילד כי אני מאוד רוצה אח ואין לי אחים והוא ילד מדהים שיהיה לו עצוב בפנימיה. לאחר חודש של שכנועים הוריי הסכימו לאמץ את הילד והוא הצטרך למשפחתנו ונרשם לקבוצת כדורגל ואנחנו תמכנו בו מאוד וניסינו לעזור לו גם בלימודים שהוא היה בפיגור גדול מאוד מכיוון שפספס מספר שנים. לאחר מספר חודשים ההוררים הביולוגיים של הילד חזרו לבקש חזקה עליו אך הילד לא הסכים ורצה להשאר עם משפחתנו ואנחנו שמחנו מאוד על החלטתו כי הוא באמת כבר היה בן בית כמו כל אחד ואנחנו מאוד אוהבים אותו. כיום הילד הוא שחלק כדורגל מצליח מאוד שהצליח להגשים את כל חלומותיו.",0
392,זכר,1991,"בתחילתה של הקורונה התחלתי להתמיין לחברות הייטק למשרה ראשונה, זה היה מסע לא פשוט בכלל. נדרש הרבה זמן עד שחברות התחילו להתקשר ולזמן אותי לראיונות עבודה וגם לקח זמן עד שאני מצאתי את העבודה שבה אני רוצה להתחיל מבחינה מקצועית. עברתי כמה וכמה ראיונות עבודה בכולם הרגשתי יחסית טוב ובהתאם היו גם התשובות. לבסוף לאחר חודשיים של ראיונות עבודה נשארתי עם דילמה בין 2 חברות ובחרתי בחברה שבה ראיתי את עצמי מתפתח יותר מקצועית. התחלתי לעבוד ומהר מאוד התחלנו לעבוד מהבית (מרחוק) והרגשתי שאני פשוט לא יודע מה לעשות מכיוון שלא הכרתי את העבודה ולאחר שבועיים להתחיל לעבוד מהבית בלי הרבה עזרה ובלי ידע זה היה מאוד מאתגר וקשה ולכן גם בהתחלה זו לא הרגישה לי משרת חלומותיי, לא מהצד המקצועי ולא מהצד החברתי. חברי הצוות היו פחות חברותיים וכל  אחד היה עסוק במשימותיו בלבד ללא כל אינטרקציה איתי או עם הסובבים בכלל. לא ידעתי מה לעשות אבל גם לא הייתה לי ממש את האופציה לעזוב וללכת למקום אחר בטוח לא במצב שרק התחלתי משרה ראשונה ואני סטודנט וגם יש קורונה. לאחר כמה חודשים הגיע אלינו ראש צוות חדש עם הרבה ידע ונסיון בתחום. אפשר להגיד שמאותו הרגע חווית העבודה השתנתה פלאים. התחלתי לקבל יותר משימות משמעותיות בצוות למרות שאני עובר במשרת סטודנט ואיתי בצוות יש אנשים עם נסיון הרבה יותר עשיר וכמובן גם יותר ידע. גם בצד החברתי המצב השתפר בהרבה, חברי הצוות נהיו יותר מגובשים (לפחות חלקם), הקשר בינינו התחזק גם מקצועית וגם חברתית. אני וראש הצוות התחברנו מאוד ומנהלים גם שיחות אישיות שלא קשורות לעבודה ומרגישים מאוד בנוח לשוחח ולחלוק אחד עם השני גם בנושאי העבודה וגם בנושאים אחרים. ישנו שיפור מקצועי גדול מאוד מאז ולכן גם קיבלתי ביקורות טובות מאוד על עבודתי מראש הצוות וראש הקבוצה שמאוד שימח אותי כי באמת ננתי את המקסימום בעבודה. לאחרונה ראש הצוות פנה מיוזמתו לממונה עליו על מנת שאקבל העלאה בשכר והדגיש שהוא מאוד מרוצה ממני.",0
393,זכר,1995,"בשנה האחרונה הלכתי עם חברים לעיר אילת לחופשת צלילה. תכננו מספר שבועות את הסוף שבוע לפרטי פרטים, סגרנו דירה ל-3 אנשים. דיברנו עם אתר הצלילה מראש כדי לשריין ציוד וביצענו בדיקות קורונה 72 שעות לפני על מנת שנוכל להיכנס לעיר. אחרי הכל, באותה תקופה אילת הייתה מוכרזת כאי ירוק אליו אי אפשר היה להיכנס ללא בדיקת קורונה שלילית. ביום של הנסיעה לאילת ארזנו את הציוד שלנו והתחלנו בנסיעה. במהלך הדרך עשינו בדיקה כי לא חסר לנו כלום, אחד החברים העלה בעיה שהוא לא קיבל עדיין תשובה לבדיקת קורונה שביצע. נלחצנו מאוד כי לא היינו בטוחים האם הוא יספיק לקבל את תוצאות הבדיקה עד שנגיע לעיר והאם יעשו לנו בעיות בכניסה וימנעו מאיתנו להמשיך בחופשה שלנו. כאשר הגענו למחסום בכניסה לעיר דרך כביש 90 עצרו אותנו בשביל בדיקה כי יש לנו את כל המסמכים. לצערנו הרב לחבר עדיין לא הייתה בדיקת קורונה בתוקף. כאשר הסברנו במחסום כי הוא ביצע את הבדיקה אך עדיין לא קיבל תשובה נאמר לנו כי אין פתרון וכי האופציות שלנו הן לחזור חזרה כולנו למרכז או שרק החבר יחזור ואנחנו נמשיך עם מונית לאילת. כמובן שלא רצינו להשאיר חבר מאחור ובחרנו באופציה שלישית שהיא להמתין, להתקשר למשרד הבריאות לברר את האופציות שלנו ולקוות אולי שתשובה תגיע בקרוב. לאחר חצי שעה של טלפונית לכל מי שאנחנו רק יכולים, החבר פתאום קיבל הודעת SMS שמציינת כי הוא יצא שלילי בבדיקה. הצגנו את תוצאת הבדיקה במחסום והעבירו אותנו. התחלה קצת מלחיצה לחופשה אך בהחלט אפשר להגיד שזה היה שווה את זה. באותו סוף שבוע באילת עשינו 3 צלילות יחסית ארוכות ובאחת מהן יצא לנו להיתקל בלוויתן כחול שבדיוק הגיע למפרץ אילת. צללנו ליד אותו לוויתן וצילמנו מלא תמונות. אחת התמונות תלויה לי כיום בבית. בנוסף, צללנו למספר אתרי צלילה כמו המערות אשר נמצאות בחלק הדרומי של מפרץ אילת ואתר צלילה של סטי""ל אח""י סופה. ראינו המון זנים של דגים שלא ראינו בצלילות קודמות. סיימנו את סוף השבוע עם ארוחות טייק אווי של אחת המסעדות באילת וחזרנו חזרה למרכז. לפחות בדרך חזרה לא היינו צריכים להציג אישורים כדי לחזור הביתה. חזרנו עייפים אך מרוצים, במיוחד שמח היה החבר שלא נטשנו בכניסה לאילת.",0
394,זכר,1995,"באזור אפריל הקודם התפטרתי מעבודתי וחיפשתי עבודה בתחום שאותו אני לומד , לאחר חיפושים רבים , החלטתי שקשה מאוד למצוא ועקב כך אתפנה לחיפוש עבודה אחרת , העיקר שתכניס לי הכנסה מסויימת בחודש, לאחר שהתלבטתי רבות מה בדיוק אני רוצה לעשות החלטתי בהחלטה אמיצה לטוס לחול לחודש לאחר שקיבלתי המלצה מחבר קרוב שיש ביוון משרה בה אני אוכל לעבוד ולעשות המון כסף בחודש ותוך כדי אוכל ללמוד מפני שהלימודים הינם מקוונים, המשרה היא משרת מכירות ועקב ניסיוני הרב במכירות הגעתי למסקנה עם עצמי שהדבר ייטיב איתי ואוכל לעשות כסף טוב, לאחר שלושה שבועות כבר סגרתי כרטיס ובאותו הזמן היה קצת מפחידה הטיסה מפני שלא יכולתי לדעת אם בחזור יקבלו אותי אך אחרי בדיקות רבות הבנתי שהחזרה שלי לארץ היא בטוחה, טסתי ליוון , כשנחתתי דיברתי עם האיש קשר איתו דיברתי עוד מהארץ, השכרתי דירה נחמדה בסלוניקי ביחד עם עוד שותף שגיליתי שגם מצטרף באותו שבוע שלי מקבוצת הווצאפ, הימים הראשונים היו מוזרים מאוד , גם בגלל התקופה שהייתה יוצאת דופן וכולם היו עם מסיכות ברחובות וגם לקיחת ההחלטה שלי שהייתה יוצאת דופן בפני עצמה, לאחר שבוע שהסתגלתי לתפקיד , עשיתי המון מכירות אך הרגשתי שהסביבה היא קצת בעייתית מפני שמעטים היו ישראלים והיו הרבה יוונים במוקד עצמו, כשהייתי חוזר לדירה לא היה ככ מה לעשות בימים ובלילות למרות שלא היה סגר, הלימודים עברו בסדר והייתי מתזמן את המשמרות כך שאוכל לא לפספס אף שיעור , לאחר שבועיים בתפקיד החלטתי שזה לא בשבילי ואני רוצה לחזור לארץ כי אני מתגעגע לחבריי ואני מרגיש בודד עם עצמי למרות שהעבודה הלכה לי ממש טוב , דיברתי עם סוכן הנסיעות אך הוא אמר לי שזה בעייתי להקדים ואם אני רוצה להקדים את כרטיס החזרה בשבועיים אצטרך להוסיף עוד 200 דולר או שאשאר ביוון לתקופה הנותרת ואז אחזור לארץ אך החלטתי שאני מעדיף לשלם את הכסף הדרוש ולחזור לארץ ולכן סגרתי כרטיס ליום למחרת וחזרתי לארץ.",0
395,זכר,1994,"כמו בכל שנה, מסורת של כמה שנים יפות, אני והחברים הקרובים אלי נוסעים לעשות חופשת סקי באחד מהאתרים המובלים באירופה. גם כשאנחנו כולנו סטודנטים משתדלים למצוא את הזמן הטוב ביותר לכולם שיאפשר לנו להנות ביחד. השנה בעקבות נגיף הקורנה נאלצנו לדחות את החופשה אך לא רצינו לבטל אותה. כולנו היינו בתחושת תסכול, כאשר התחלנו להבין שכנראה לא תהיה לנו השנה את החופשה לה אנחנו מחכים כל השנה. אך המשכנו לצפות בקוצר רוח ולא ויתרנו.
כאשר הודיעו על סגר (שני) נוסף, התחלות לעכל את זה שכנראה לא תיהיה לנו את האפשרות בכלל להגיע לחו""ל ולצאת לחופשה המיוחלת. אך חלקנו המשיכו להאמין שזה עוד יקרה השנה. והנה הגיע השלב בו הסגר השני נגמר, התחלנו לחפש כרטיסים אך כולם נקנו מבעוד מועד, ונוצר מצב שיכלנו לטוס אך לא יכולנו למצוא כרטיס. אמא של אחד החברים אמרה לנו שתוכל לעזור לנו ולקנות כרטיס אך ייתכן שהוא יהיה יקר יותר מבדרך כלל, כולנו הסכמנו  לסכום הגבוה שהיא אמרה מחוסר ברירה. הצלחנו לטוס כולנו שבוע לאחר מכן וזה קרה לכולנו במהלך סיסמטר א'. היה טיפה מלחיץ כי בכל זאת, יש בחוץ מגיפה והיא לא רק בארץ, בנוסף לכך, התפרסם שיש נגיפים מסוגים שונים היכולים להיות מסוכנים יותר מהנגיף המוכר. כאשר הגענו לאתר סקי אפשר להגיד שעשינו חיים משוגעים, אומנם עם נוכחות הנגיף במדינה בה היינו היה קצת מוזר, אנחנו לא רגילים להסתגר במלון כאשר אנחנו בחופשה, אנחנו אוהבים לצאת ולהכיר את האזור. כאשר הגיע הרגע בו היינו צריכים לחזור, הטיסות שלנו בוטלו כיוון שהתחיל הסגר השלישי בארץ, ןלא נינתה הכניסה לארץ גם לבעלי אזרחות ישראלית. אפשר להגיד שממש נתקענו בחלום. המשכנו להנות ככל שיכלנו בארץ סקי, אך התחלנו להילחץ מזה שהבחינות של הסימטר התחילו להיות קרובות יותר. באיזשהו שלב התחלנו להבין שלא נוכל לחזור בקרוב לארץ ואנחנו נצטרך ללמוד ולעשות את המבחנים משם. התארגנו מהר וללמוד ככל שניתן כדי שנוכל לעשות את הבחנות בצורה מכוון מהאתר סקי. בסופו של דבר וזה נשמע קצת מוזר ולא נתפס, עשיתי את כל המבחנים של במלון תוך כדי שמהחלון אני רואה את הרכבלים של האתר סקי.",0
396,נקבה,1996,"חברת ילדות טובה שלי הזמינה אותי לחגוג לה יום הולדת למרות הסדגר שהיה באותו היום ובביקשה להשאיר את הפלאפונים על מצב בטיסה ברכב  והבטיחה שכל המוזמנים מרגישים טוב, לא חזרו מחוץ לארץ ואין מה לדאוג ממגפת הקורונה ואפשר להשאר רגועים, ואין צורך במסכות.
התחילה המסיבה, כולם נהנו אחרי תקופה ארוכה שלא נפגשו ויצאו מהבית, התחבקו ולא שמרו על אף אחת מההנחיות של משרד הבריאות ולכמה שעות טובות הצליחו לשכוח שיש מגפה עולמית.
במהלך המסיבה בעקבות הווליום של המוזיקה והשכנים שנלחצו מכמות האנשים שהגיעו לבניין, הוזמן לנו משטרה שחילקה לכל אחד מהנוכחים במסיבה קנס בעלות של 500 שקלים.
חלק מחבריי התנגדו לתת פרטים מזהים כדי לא לקבל את הדו""ח ועוכבו לחקירה משטרתית של כמה שעות, בעלת הדירה קיבלה 5,000 שקלים דו""ח על שארגנה את האירוע בביתה בניגוד להנחיות של משרד הבריאות.
כשהצמשטרה הגיעה הרגשנו לא נעים בעקבות המעשה חסר אחריות שעשינו.
לאחר שלשוה ימים אחד שנכח במסיבה הרגיש לא טוב והיה לו חום גבוה והוא החליט ללכת לעשות בדיקת קורונה, הוא יצא חיובי בבידקה ולאחר בדיקה אפידמיולוגית הובן שאחד המוזמנים היה אמור להיות בבידוד ביתי והפר אותו והגיע למסיבה כשהוא חיובי לקורונה ו.
מתוך 30 מוזמנים שהגיעו למסיבה 13 אנשים נדבקו כולל בעלת הדירה שהגיעה למצב קשה ואושפזה במשך שבועיים וחצי בבית חולים תל השומר  במחלקת קורונה, בכל השהייה שלה בבית חולים לא היה ניתן להגיע לבקר אותה, לשלוח לה דבירים ואפילו איך לדעת מה מצבה הרפואי.
לאחר שהחלימה ושוחררה מהבית חולים היא עדיין ממשיכה לסבול מתופעות לוואי של מחלת הקורונה כמו: חוש הטעם והריח עדיין לא חזרו אליה, הגוף חלש, שרירים כואבים, כאבי ראש חזקים.
לשמחתי אני הקפדתי על ההנחיות ולא הורדתי את המסכה ושמרתי מרחק מכל המוזמנים ליום הולדת ובעקבות זה לא נדבקתי.
לפני שבוע היא עשתה עוד פעם מסיבה והפעם זו הייתהמסיבת החלמה על פי ההנחיות, כל הנוכחים היו לאחר חיסון שני או מחילימים .
המסיבה הזו הייתה חוויה מתקנת שלימדה אותנו כמה חשוב להקפיד ולשמור על ההנחיות של מדרד הבריאות.",0
397,זכר,1995,"הדבקתי את כל בני משפחתי בקורונה. כן כן, כל המשפחה שלי חלתה בוירוס הארור הזה. איך כל זה קרה? הכל התחיל לאחר הסגר הראשון. באותו סגר משפחתי ואני היינו סגורים בבתים, אחיי שגרים בבתיהם לא ראו את הוריי במשך כל הסגר. אני עצמי שגר עם ההורים נורא השתדלתי לשמור על מרחק מההורים ולהמעיט ביציאות מהבית פרט לקניות בסופר. היינו עוטים מסכות, אלכוג'ל, מחטאים מצרכים, מחטאים את הידיות של הדלתות. הכל. רק כדי שלא חס וחלילה מישהו יחלה במחלה הנוראית הזאת. בסוף הסגר הראשון, חודש יולי, אחרי שהמשפחה חגגה את חג הפסח בנפרד, החלטתי שאנחנו צריכים לקיים מפגש משפחתי. שהוריי יוכלו לראות את הנכדים שלהם, את האחים שלי. לגרום להם קצת לאושר בתקופה הזאת שכולם סגורים בבתים. 
וכך היה. כולם הגיעו, הוריי שמחו לראות את כולם, את הנכדים מתרוצצים בכל הבית. כל המשפחה שמחה, היה ערב מהנה. הנכדים אפילו הכינו להורים שלי ברכות וציירו להם ציורים שיהיה להם למזכרת למקרה שיהיה עוד סגר כמו זה. מי היה חולם שנגיע למצב הזה?
יום לאחר המפגש אני התעוררתי עם כאבי גב עזים. הייתי בטוח שמדובר במזגן שעבד באותו לילה. מסתבר שגם האחים שלי סבלו מאותה תופעה. לא חשדתי שמדובר בקורונה. לא היה נשמע שיש קשר. הייתי בטוח שגם הם סבלו בגלל המזגן. לאחר כמה ימים עוד ועוד סימפטומים של המחלה הופיעו. לא הייתה לי ברירה. הלכתי לעשות בדיקת קורונה. והתוצאה? ניחשתם נכון. תוצאה חיובית.
אחיי והוריי עשו בדיקה וגם הם יצאו חיוביים. אני נכנסתי לשוק. מה עשיתי?! כל המשפחה שלי נדבקה וכל זה באשמתי. כולם, הילדים, הנכדים. כולם פה אחד נדבקו. למזלי הרב ועד כמה שאני יודע לא נגרם להם נזק והיום הם בריאים ומרגישים מעולה. אבל אם יש משהו שלמדתי זה שאומרים שההגבלות הללו ושמירת המרחק מציל חיים. היום אני מבין עד כמה זה נכון. אני לא מסוגל לאמוד את כמות האשמה שאני מרגיש כלפי עצמי שגרמתי לכל משפחתי להדבק בוירוס הארור הזה.",0
398,זכר,1993,"היום שבו אכלתי את השווארמה הכי טעימה בארץ. הכל התחיל לפני כמה חודשים כשחברי הטוב מהלימודים הזמין את כל החברה לטיול בנחל אלכסנדר ולבקר בשווארמה שלטענתו היא הכי טובה בארץ. לא אשקר זה היה נשמע יותר מדי טוב מכדי להאמין אבל זרמתי, יאללה ניקח את האוטו ונצפין לחדרה. במהלך הנסיעה אספתי שני חברים וצחקנו כל הדרך על מכבי תל אביב שאיבדו את האליפות להפועל חדרה, אול יש דברים טובים בחדרה בנוסף לניצחון על מכבי תל אביב.
הגענו, מתיישבים בנחל אלכסנדר משחקים שש-בש ופריסבי, החופש הזה והטיול הגיעו בזמן אמצע הסמסטר. היה כיף לשבור שגרה וסתם להנות עם חברים.
בדיוק החבר הגבוה שלנו סיפר שהוא רוצה להיות צמחוני כי הוא לא רוצה לפגוע יותר בבעליי חיים. הוא התחיל להסביר שהוא ראה סרט בנטפליקס שהשפיע עליו ולכן היום זה הארוחה האחרונה שלו של בשר לפני שהוא נעשה צמחוני. הפתיע אותנו, הוא היה מגבש אותנו תמיד בערבי המבורגר וחיפוש אחר מסעדות טעימות בתל אביב. זה הולך לשבור לנו את המסורת של ההמבורגרים חשבתי לעצמי, אבל כיבדתי אותו. אחרי שישבנו ונהנו מההתנתקות מהלימודים הגיע הזמן ללכת לאכול, החדרתי לקח אותנו לסניף החדש של שאולי שהכרתי רק מהסיפורים שלו, צחקתי עליו שהוא תמיד מזמין פיתה וזה משביע אותו. היה הרבה תור והופתעתי לרגע חשבתי שיש בחדרה מה לעשות, חברי הסביר לי שזה המקום היחידי בחדרה עם תנועה של אנשים כמו בתל אביב. החדרתי הזמין לאפה עגל, הגבוה הזמין פיתה עגל כי הוא אף פעם לא מסיים לאפה ונראה כמו ג'ירפה נמוכת קומה. הקרואטי הזמין לאפה עם הרבה חריף ואני שמעתי לעצת חברי הטוב הזמנתי לאפה עגל.
התיישבנו וחברי דאג לנו לירקות חמוצים צ'יפס ומלא טחינה, הוא כל הזמן היה אומר לי שהרגע שהכי מעציב אותו הוא בסוף כי השווארמה משאירה אותו עם טעם של עוד. לא האמנתי לו עד לרגע הזה שהתחלתי לאכול, הביס הראשון והטעם המיוחד של השווארמה השאירו אותי מופתע לטובה, אמרתי לו ""אתה צודק זה השווארמה הכי טובה בארץ!"".",0
399,זכר,1980,"באחד מסופי השבוע שהיו (שלא היו הרבה השנה) שעוד היה אפשר לצאת מהבית בלי אישורים מיוחדים בימים שבין הסגר השני לשלישי בגלל הקורונה, החלטנו לצאת לטיול משפחתי לצפון, טיול שישלב גם הליכה רגלית לאורך נחלים וגם לינה בצימר בקיבוץ הגושרים, הטיול התחיל עוד בהתרגשות של הילדים יום קודם לגבי המסלול והציפייה לטייל לאחר תקופה קשה וחדשה שלא חוו אותה עד עכשיו של סגרים ולימודים בצורה לא סדירה אני ואישתי החלטנו לקום מוקדם ולבצע את ההכנות בבוקר הטיול כאשר אישתי אחראית על סידור הבגדים והמזוודות שיספקו את כל הצרכים לכל אורך הטיול והשהייה בצימר ואני הייתי אחראי על הכנת הסנדוויצים, דבר שכולם יודעים שאם צריך להכין סנדווצים אז זה אבא, המלאכה שאומנם נשמעת פשוטה היא לא פשוטה בכלל כאשר מדובר בילדים שכל אחד יש טעם שונה ודברים שאוהב ולא ואהב בסנדוויץ , לאחר התארגנות הוחלט להעיר את הילדים שקמו כמו קפיץ ישר להתארגן מה ששונה מבדר""כ כאשר הם היו צריכים ללכת לבית הספר בתקופה של לפני הקורונה, צחצוח שיניים, פנים להתלבש ויאלה יוצאים לדרך, לאנשים מהמרכז כמונו נסיעה לצפון או לדרום תמיד מרגשת לראות את הסביבה מתחילה להשתנות מבניינים ומרחבים ירוקים ותמיד עולה לנו התהייה איך היה אם היינו מחליפים את החיים העירונים לחיים בקיבוץ או מושב כאשר אנחנו חולפים ליד אחד כזה ואז אישתי מבטלת את הרעיון בטענה שהיא צריכה להיות קרובה למשפחה. לאחר כמה שעות הגענו נחל החצבני והתארגנו לקראת ההליכה לאורכו הזרימה הייתה חזקה מהחורף הגשום שהיה והמים היו קרים עד מאד למרות קרירות המים והזרימה החזקה החלטנו שאנחנו רוצים לבצע חלק מההליכה בקטעים מסויימים בתוך המים כאשר המים מגיעים עד לאיזור הברכיים, ההליכה הייתה ארוכה ורצופה בשיחות חווייות והתפעלות מהסביבה היפה מבלי לשים לב שמפלס המקטע בו אנו הולכים עולה כאשר לכל אורך ההליכה אני מרים את הקטן על הידים שלי ואישתי מחזיקה ידים לשאר הילדים, המים הגיעו עד לאיזור הבטן של הילדים ואז בשניה אחת אחד הבנים מחליק מהאחיזה של אישתי וניסחף עם הזרם, כאשר אני חסר עונים הילד הקטן נמצא על הידים שלי אני קורה לילד שלי שנסחף לנסות לעמוד וללכת לכיוון השפת הנחל, הוא ממשיך להתרחק מאיתנו ואז אני קולט שהוא ניתפס בענף שהיה בצידי הנחל אנחנו מצליחים לצאת מהמים אישתי והילדים ורצים לכיוון הילד תופסים ומושכים אותו מצליחים להוציא אותו מהמים הוא היה תשוש וחבול ממכות של ענפים וסלעים שהיו בצידי הנחל, אנחנו מצליחים להתקשר למד""א ולדווח על המיקום שלנו, הם מגיעים למקום ומכניסים אותו לאמבולנס אישתי מליטה שהיא מצטרפת אליהם ואני והילדים נוסעים אחריהם , הילדים היו מפוחדים ומבוהלים מהאירוע , ניסתי להרגיע ולשנות את האווירה למרות שגם אני הייתי מבוהל, הגענו לבית חולים רמב""ם שבחיפה לאחר נסיעה מהירה וקצרה יחסית אך בתחושה הרגישה כנצח, הילד נלקח למיון ולאחר כמה כשעה של בדיקות וצילומים הרופא מסר לנו שהכל בסדר ואין שברים או פגיעות קשות ושקצת מנוחה כמה ימים והכל יחלוף, שמחנו כל כך ונשמנו לרווחה, לאחר כמה שעות נוספות שוחררנו וחזרנו לביתנו מיותר לציין שכבר לצימר לא הגענו והטיול שהיה אמור להיות ארוך משולב עם שינה בצימר  התקצר אבל דבר אחד בטוח שאת הטיול הקצר הזה לא נשכח לעד.",0
400,זכר,1992,"משחק כדורגל, זה ללא ספק אחת החוויות הטובות יותר ונעימות שיש, לפחות מבחינתי.
אחי הקטן, שחקן כדורגל מוכשר המשחק בקבוצת הפועל ירושלים בליגה הלאומית כך שחווית הצפייה במשחק כדורגל שבו הוא משחק היא משלבת המון רגש.
באחד מימי השישי, לפני כמה חודשים, החלטנו אישתי אני והילדה שלי לנסוע למשחק מול הפועל פתח תקווה באצטדיון טדי בירושלים.
לפני המשחקים הביתיים יש ""פאן זון"" – שזה מפגש עם אוהדים ופעילויות עבור ילדים. אז החלטנו להצטרף למפגש באותו יום.
שיחקנו כדורגל עם אוהדים נוספים והייתה הצגה לילדים. הילדה שלי נהנתה מאוד מההצגה וזה עוד לפני שהמשחק התחיל.
כרבע שעה לפני תחילת המשחק, ראינו ילד שרץ וקיבל מכה בברך, הצענו לו עזרה, ואשתי חבשה לו את הרגל בעזרת פלסטר שהיה לה בתיק.
נכנסו למשחק, האווירה באיצטדיון הייתה מדהימה, הריח של הדשא מגיע עד ליציעים וההתרגשות בעיצומה.
הפועל ירושלים מובילה 1-0 בדקה הרביעית, אחי הקטן בישל את השער וזה ממש שימח אותי.
לקראת סוף המחצית הראשונה, הפועל פתחת תקווה השוותה לתוצאה 1-1 משער טיפשי שלדעתי היה אפשר למנוע אותו די בקלות...
מחצית שנייה התחילה, הילדה שלי קראה לאחי מהיציע והוא סימן לה שלום ושלח לה נשיקה. היא התרגשה ממש, מתוקה כזו.
מעבר לכמה התקפות נחמדות מצד שתי הקבוצות, לא היה במשחק איזו החמצה מסמרת שיער או משהו כזה, משחק ליגה לאומית די טיפוסי.
ואז הגיעה הדקה ה-80. למעט אחי הקטן ועוד כמה שחקנים בודדים שנשארו עם כוחות, כל שאר השחקנים היו נראים מותשים ועייפים.
רצף התקפות טובות של הפועל ירושלים נתנו תקווה שאולי משהו יכול להשתנות במשחק הדי משעמם הזה.
דקה 89, דקה לפני שריקת הסיום, אחי הקטן לוקח את הכדור ממחצית המגרש, דריבל די מרשים עד איזור רחבת ה-16, עושה דאבל פס עם שחקן מהקבוצה שלו ומשחרר בעיטה מדהימה לחיבורים.
איזה שער מרגש, שער שמביא 3 נקודות חשובות מאוד לקבוצה שלו. מיד אחרי השער אחי רץ אלינו, חיבק אותנו ואמר שהילדה שלי היא הקמע שלו וביקש שנבוא כל משחק.
מאז אנחנו מתייצבים בכל משחק ומצפים בכל שבוע לאיזה שער מרגש, כדי שנוכל כולנו לשמוח ביחד.",0
401,זכר,1997,"בזמן שהייתי סטודנט למדעי המחשב במכללה הטכנולוגית חולון עבדתי בתור מלצר באחד מבתי הקפה בעיר במשרה חלקית כדי לממן את עצמי. באמצע הקורונה, לקראת הסגר השני, התחילו להיות קיצוצים בעובדים ומצאתי את עצמי כמו רוב הצעירים מחוסר עבודה בגלל שפיטרו אותי.
בהתחלה חשבתי על זה ואמרתי שזה לטובה ואני פשוט אחתום אבטלה, אקבל כסף ואשב בבית, אולי אפילו אנצל את הזמן הזה כדי להשלים פערים בלימודים שצברתי, אך מהר מאוד הבנתי שזה פחות בשבילי, היו ימים שהיה נחמד להשאר בבית ולצאת עם חברים בצהריים, או לשנוצ מתי שבא לך, אבל מצאתי את עצמי משתעמם מהר מאוד מחוסר המעש היומיומי.
חיפשתי עבודה חדשה ובזמן הזה שמעתי מחבר טוב שב-WOLT מחפשים עובדים וזה כסף טוב וקל יחסית, האמת בהתחלה לא הייתי בעד, להסתובב כל היום על הכבישים עם קורקינט, גם ההורים היו נגד, אך אחרי לבטים רבים שחשבתי על כך אמרתי לעצמי שהעבודה היא גם כסף טוב וגם לראות קצת אנשים ולהסתובב בתקופה הזאת היה משהו חשוב, אחרי זמן ממושך בבית.
התחלתי את העבודה ב-WOLT ובהתחלה הכל היה ממש טוב, הייתי נהנה להביא לאנשים את האוכל שלהם, להסתובב בכביש, לראות אנשים ובסופו של דבר גם המשכורת השעתית הממוצעת שעשיתי לא הייתה קטנה בכלל ויחסית לתקופה ההיא אפילו גבוהה.
אך לצערי זה באמת היה רק עניין של זמן, כאשר באחד המשלוחים שלי נסעתי מהר מדיי ונכנס בי אוטו, או אפשר להגיד אני נכנסתי בו.
ההיסטריה מסביב הייתה גדולה, במיוחד מהצד של ההורים, אך למזלי הטרגדיה הזאת נגמרה בשבירת רגל ולא במשהו יותר חמור, מיותר לציין שאני מ-WOLT התפטרתי והבנתי פשוט שגם אם אתה רוכב בסדר, זה רק שאלה של זמן עד שתעשה תאונה בכביש על קורקינט ושהחיים יקרים יותר מאשר שכר שעתי גבוה.
אני למדתי שכסף קל לא קיים, ותמיד כרוך בו סיכון מסויים, החלטתי לשבת בבית חודשיים, לא בהכרח הייתה לי ברירה, ולבסוף, גם באמצעות סיום הקורונה בארץ, חזרתי לעבודתי ההתחלית והערכתי אותה הרבה יותר מאשר בהתחלה.",0
